Times,True Positives,False Positives,bagfileType
17.92,85,17,interest_no_region
18.03,81,37,interest_no_region
18.13,75,35,interest_no_region
18.23,71,32,interest_no_region
18.33,69,29,interest_no_region
18.44,70,29,interest_no_region
18.54,61,32,interest_no_region
18.65,65,33,interest_no_region
18.76,59,25,interest_no_region
18.86,48,27,interest_no_region
18.97,48,32,interest_no_region
19.08,50,32,interest_no_region
19.19,52,38,interest_no_region
19.3,47,37,interest_no_region
19.4,47,33,interest_no_region
19.5,44,39,interest_no_region
19.6,45,47,interest_no_region
19.71,42,35,interest_no_region
19.81,42,39,interest_no_region
19.92,35,38,interest_no_region
20.03,38,37,interest_no_region
20.13,37,43,interest_no_region
20.23,35,46,interest_no_region
20.35,33,46,interest_no_region
20.46,39,34,interest_no_region
20.57,35,50,interest_no_region
20.67,34,44,interest_no_region
20.77,38,32,interest_no_region
20.87,43,37,interest_no_region
20.98,41,39,interest_no_region
21.09,34,41,interest_no_region
21.2,53,47,interest_no_region
21.31,49,37,interest_no_region
21.42,54,33,interest_no_region
21.53,52,37,interest_no_region
21.63,56,38,interest_no_region
21.73,50,34,interest_no_region
21.84,50,34,interest_no_region
21.94,52,27,interest_no_region
22.04,43,17,interest_no_region
22.14,45,23,interest_no_region
22.25,47,23,interest_no_region
22.37,43,21,interest_no_region
22.48,40,19,interest_no_region
22.59,44,17,interest_no_region
22.69,42,16,interest_no_region
22.8,47,11,interest_no_region
22.89,53,20,interest_no_region
22.99,46,15,interest_no_region
23.09,49,14,interest_no_region
23.19,49,18,interest_no_region
23.3,57,17,interest_no_region
23.4,49,17,interest_no_region
23.51,47,21,interest_no_region
23.61,59,19,interest_no_region
23.73,49,14,interest_no_region
23.84,51,21,interest_no_region
23.94,47,19,interest_no_region
24.05,44,25,interest_no_region
24.15,43,22,interest_no_region
24.25,45,21,interest_no_region
24.36,41,27,interest_no_region
24.46,45,21,interest_no_region
24.56,43,30,interest_no_region
24.67,49,28,interest_no_region
24.78,59,24,interest_no_region
24.88,54,24,interest_no_region
24.98,61,33,interest_no_region
25.09,60,30,interest_no_region
25.19,77,23,interest_no_region
25.3,72,20,interest_no_region
25.4,69,23,interest_no_region
25.51,75,34,interest_no_region
25.83,15,85,interest_no_region
25.94,52,42,interest_no_region
26.04,69,31,interest_no_region
26.15,63,30,interest_no_region
26.27,69,23,interest_no_region
26.37,70,15,interest_no_region
26.47,79,17,interest_no_region
26.58,69,16,interest_no_region
26.68,63,15,interest_no_region
26.79,71,12,interest_no_region
26.9,70,17,interest_no_region
27.0,74,21,interest_no_region
27.1,62,14,interest_no_region
27.21,69,20,interest_no_region
27.32,67,23,interest_no_region
27.42,63,18,interest_no_region
27.54,65,18,interest_no_region
27.65,55,12,interest_no_region
27.76,59,11,interest_no_region
27.86,58,15,interest_no_region
27.97,48,16,interest_no_region
28.07,53,12,interest_no_region
28.18,52,9,interest_no_region
28.28,60,8,interest_no_region
28.39,66,8,interest_no_region
28.49,63,5,interest_no_region
28.6,65,9,interest_no_region
28.71,65,10,interest_no_region
28.8,72,7,interest_no_region
28.91,72,7,interest_no_region
29.02,71,5,interest_no_region
29.12,76,9,interest_no_region
29.23,83,11,interest_no_region
29.33,81,12,interest_no_region
29.44,95,14,interest_no_region
29.55,96,9,interest_no_region
29.65,92,6,interest_no_region
29.76,106,19,interest_no_region
29.88,111,9,interest_no_region
29.98,116,12,interest_no_region
30.08,116,8,interest_no_region
30.19,111,10,interest_no_region
30.29,109,10,interest_no_region
30.4,114,14,interest_no_region
30.5,114,13,interest_no_region
30.61,106,14,interest_no_region
30.71,101,5,interest_no_region
30.82,96,11,interest_no_region
30.92,92,14,interest_no_region
31.02,94,8,interest_no_region
31.13,94,10,interest_no_region
31.24,80,11,interest_no_region
31.34,75,8,interest_no_region
31.45,67,13,interest_no_region
31.55,76,14,interest_no_region
31.66,64,9,interest_no_region
31.76,77,19,interest_no_region
31.87,82,15,interest_no_region
31.97,75,15,interest_no_region
32.07,83,14,interest_no_region
32.19,83,15,interest_no_region
32.3,98,18,interest_no_region
32.41,92,14,interest_no_region
32.51,93,6,interest_no_region
32.61,95,6,interest_no_region
32.72,97,6,interest_no_region
32.82,92,7,interest_no_region
32.93,89,6,interest_no_region
33.03,87,2,interest_no_region
33.14,75,3,interest_no_region
33.25,74,14,interest_no_region
33.35,76,5,interest_no_region
33.46,67,5,interest_no_region
33.56,62,10,interest_no_region
33.67,62,3,interest_no_region
33.77,56,3,interest_no_region
33.88,59,4,interest_no_region
33.99,50,1,interest_no_region
34.09,47,13,interest_no_region
34.19,40,12,interest_no_region
34.29,35,20,interest_no_region
34.39,45,9,interest_no_region
34.5,53,5,interest_no_region
34.61,51,3,interest_no_region
34.71,50,6,interest_no_region
34.82,50,3,interest_no_region
34.93,50,5,interest_no_region
35.04,43,2,interest_no_region
35.14,51,3,interest_no_region
35.24,46,0,interest_no_region
35.35,49,3,interest_no_region
35.46,49,3,interest_no_region
35.56,50,1,interest_no_region
35.66,51,5,interest_no_region
35.78,48,5,interest_no_region
35.88,47,6,interest_no_region
35.99,48,2,interest_no_region
36.09,42,5,interest_no_region
36.19,47,3,interest_no_region
36.29,42,2,interest_no_region
36.39,51,4,interest_no_region
36.5,47,3,interest_no_region
36.6,44,13,interest_no_region
36.7,50,4,interest_no_region
36.81,46,6,interest_no_region
36.92,44,5,interest_no_region
37.03,52,5,interest_no_region
37.13,47,5,interest_no_region
37.24,46,12,interest_no_region
37.35,38,15,interest_no_region
37.46,47,12,interest_no_region
37.57,48,10,interest_no_region
37.68,45,6,interest_no_region
37.79,51,13,interest_no_region
37.89,38,6,interest_no_region
37.99,47,11,interest_no_region
38.11,46,10,interest_no_region
38.22,45,12,interest_no_region
38.32,46,9,interest_no_region
38.43,47,9,interest_no_region
38.53,54,7,interest_no_region
38.63,48,12,interest_no_region
38.74,61,10,interest_no_region
38.85,59,10,interest_no_region
38.95,62,15,interest_no_region
39.05,55,11,interest_no_region
39.15,66,16,interest_no_region
39.25,66,9,interest_no_region
39.36,77,10,interest_no_region
39.47,64,11,interest_no_region
39.57,68,10,interest_no_region
39.68,70,5,interest_no_region
39.79,69,15,interest_no_region
39.89,76,18,interest_no_region
39.99,70,9,interest_no_region
40.08,66,13,interest_no_region
40.19,62,12,interest_no_region
40.29,69,10,interest_no_region
40.4,68,10,interest_no_region
40.5,72,10,interest_no_region
40.61,69,8,interest_no_region
40.72,73,17,interest_no_region
40.82,81,8,interest_no_region
40.94,83,11,interest_no_region
41.06,87,6,interest_no_region
41.16,78,14,interest_no_region
41.27,73,18,interest_no_region
41.37,83,9,interest_no_region
41.47,74,19,interest_no_region
41.58,77,14,interest_no_region
41.68,85,18,interest_no_region
41.79,74,13,interest_no_region
41.99,83,13,interest_no_region
42.1,78,15,interest_no_region
42.21,88,14,interest_no_region
42.32,85,15,interest_no_region
42.42,84,18,interest_no_region
42.52,90,15,interest_no_region
42.63,96,18,interest_no_region
42.73,87,12,interest_no_region
42.84,91,13,interest_no_region
42.95,88,14,interest_no_region
43.06,82,17,interest_no_region
43.18,73,20,interest_no_region
43.29,75,15,interest_no_region
43.39,73,19,interest_no_region
43.5,80,14,interest_no_region
43.6,78,24,interest_no_region
43.7,81,18,interest_no_region
43.81,79,10,interest_no_region
43.92,77,15,interest_no_region
44.03,73,16,interest_no_region
44.15,78,10,interest_no_region
44.26,77,9,interest_no_region
44.36,79,12,interest_no_region
44.47,78,15,interest_no_region
44.57,83,9,interest_no_region
44.68,78,7,interest_no_region
44.78,71,11,interest_no_region
44.89,78,9,interest_no_region
44.99,78,12,interest_no_region
45.1,82,8,interest_no_region
45.21,82,11,interest_no_region
45.31,78,12,interest_no_region
45.41,77,11,interest_no_region
45.51,79,11,interest_no_region
45.62,80,11,interest_no_region
45.73,75,10,interest_no_region
45.84,76,10,interest_no_region
45.94,82,8,interest_no_region
46.04,80,13,interest_no_region
46.15,78,6,interest_no_region
46.25,80,9,interest_no_region
46.36,72,11,interest_no_region
46.47,77,5,interest_no_region
46.57,78,10,interest_no_region
46.68,75,9,interest_no_region
46.79,80,8,interest_no_region
46.9,72,17,interest_no_region
47.0,75,13,interest_no_region
47.1,78,16,interest_no_region
47.19,78,13,interest_no_region
47.3,73,14,interest_no_region
47.4,73,12,interest_no_region
47.51,72,12,interest_no_region
47.61,71,10,interest_no_region
47.72,76,17,interest_no_region
47.83,79,15,interest_no_region
48.26,76,8,interest_no_region
48.36,77,11,interest_no_region
48.46,52,13,interest_no_region
48.56,77,10,interest_no_region
48.66,71,13,interest_no_region
48.76,78,13,interest_no_region
48.86,76,13,interest_no_region
48.97,68,13,interest_no_region
49.09,75,15,interest_no_region
49.19,73,10,interest_no_region
49.3,77,20,interest_no_region
49.41,76,20,interest_no_region
49.52,68,21,interest_no_region
49.62,77,20,interest_no_region
0.0,78,5,no_region_no_interest
0.1,68,8,no_region_no_interest
0.54,80,2,no_region_no_interest
0.64,78,4,no_region_no_interest
0.89,81,13,no_region_no_interest
1.0,73,13,no_region_no_interest
1.11,78,12,no_region_no_interest
1.21,75,7,no_region_no_interest
1.32,83,5,no_region_no_interest
1.42,78,10,no_region_no_interest
1.52,76,6,no_region_no_interest
1.62,74,9,no_region_no_interest
1.74,78,2,no_region_no_interest
1.87,82,11,no_region_no_interest
1.97,73,5,no_region_no_interest
2.07,77,8,no_region_no_interest
2.18,74,9,no_region_no_interest
2.29,77,12,no_region_no_interest
2.4,78,12,no_region_no_interest
2.51,77,9,no_region_no_interest
2.61,74,11,no_region_no_interest
2.72,84,6,no_region_no_interest
2.82,69,13,no_region_no_interest
2.93,79,8,no_region_no_interest
3.04,83,14,no_region_no_interest
3.14,82,10,no_region_no_interest
3.25,80,8,no_region_no_interest
3.35,83,6,no_region_no_interest
3.45,81,12,no_region_no_interest
3.55,78,6,no_region_no_interest
3.66,76,6,no_region_no_interest
3.77,82,12,no_region_no_interest
3.87,77,6,no_region_no_interest
3.97,80,6,no_region_no_interest
4.08,76,7,no_region_no_interest
4.2,76,13,no_region_no_interest
4.3,75,7,no_region_no_interest
4.41,79,20,no_region_no_interest
4.51,65,7,no_region_no_interest
4.61,72,8,no_region_no_interest
4.72,79,9,no_region_no_interest
4.82,73,8,no_region_no_interest
4.92,76,7,no_region_no_interest
5.02,81,6,no_region_no_interest
5.13,76,7,no_region_no_interest
5.23,76,10,no_region_no_interest
5.34,84,5,no_region_no_interest
5.44,75,12,no_region_no_interest
5.55,82,7,no_region_no_interest
5.65,71,10,no_region_no_interest
5.77,80,13,no_region_no_interest
5.88,83,13,no_region_no_interest
5.98,75,11,no_region_no_interest
6.08,74,11,no_region_no_interest
6.19,75,10,no_region_no_interest
6.3,75,7,no_region_no_interest
6.4,75,4,no_region_no_interest
6.5,75,10,no_region_no_interest
6.61,76,8,no_region_no_interest
6.7,76,10,no_region_no_interest
6.81,79,10,no_region_no_interest
6.92,84,12,no_region_no_interest
7.03,71,12,no_region_no_interest
7.13,75,9,no_region_no_interest
7.23,71,17,no_region_no_interest
7.34,84,11,no_region_no_interest
7.45,76,6,no_region_no_interest
7.56,77,5,no_region_no_interest
7.66,78,7,no_region_no_interest
7.77,76,7,no_region_no_interest
7.88,73,17,no_region_no_interest
7.98,69,7,no_region_no_interest
8.1,85,7,no_region_no_interest
8.2,81,10,no_region_no_interest
8.3,76,9,no_region_no_interest
8.4,74,9,no_region_no_interest
8.51,73,8,no_region_no_interest
8.61,78,6,no_region_no_interest
8.71,75,10,no_region_no_interest
8.82,83,11,no_region_no_interest
8.92,74,9,no_region_no_interest
9.02,78,11,no_region_no_interest
9.14,83,7,no_region_no_interest
9.26,77,10,no_region_no_interest
9.36,74,13,no_region_no_interest
9.46,77,11,no_region_no_interest
9.57,75,8,no_region_no_interest
9.67,75,10,no_region_no_interest
9.77,82,7,no_region_no_interest
9.87,73,4,no_region_no_interest
9.97,86,6,no_region_no_interest
10.08,72,9,no_region_no_interest
10.18,81,7,no_region_no_interest
10.29,79,14,no_region_no_interest
10.41,80,7,no_region_no_interest
10.51,88,9,no_region_no_interest
10.62,76,8,no_region_no_interest
10.72,82,8,no_region_no_interest
10.82,77,12,no_region_no_interest
10.92,78,9,no_region_no_interest
11.03,77,4,no_region_no_interest
11.13,75,11,no_region_no_interest
11.24,76,5,no_region_no_interest
11.44,75,6,no_region_no_interest
11.55,81,9,no_region_no_interest
11.65,85,5,no_region_no_interest
11.77,86,8,no_region_no_interest
11.88,80,7,no_region_no_interest
11.99,79,12,no_region_no_interest
12.1,76,6,no_region_no_interest
12.2,79,9,no_region_no_interest
12.3,75,11,no_region_no_interest
12.4,75,11,no_region_no_interest
12.51,80,5,no_region_no_interest
12.61,78,12,no_region_no_interest
12.71,81,11,no_region_no_interest
12.83,76,6,no_region_no_interest
12.95,73,10,no_region_no_interest
13.05,74,6,no_region_no_interest
13.16,77,10,no_region_no_interest
13.26,80,10,no_region_no_interest
13.36,79,10,no_region_no_interest
13.46,79,13,no_region_no_interest
13.56,79,11,no_region_no_interest
13.66,78,12,no_region_no_interest
13.76,74,10,no_region_no_interest
13.87,79,6,no_region_no_interest
13.97,49,10,no_region_no_interest
14.08,50,11,no_region_no_interest
14.19,56,12,no_region_no_interest
14.29,28,28,no_region_no_interest
14.4,0,59,no_region_no_interest
14.5,3,56,no_region_no_interest
14.6,12,53,no_region_no_interest
14.71,62,11,no_region_no_interest
14.81,62,7,no_region_no_interest
14.91,72,13,no_region_no_interest
15.02,71,13,no_region_no_interest
15.12,87,13,no_region_no_interest
15.22,54,18,no_region_no_interest
15.33,79,19,no_region_no_interest
15.45,83,5,no_region_no_interest
15.55,63,10,no_region_no_interest
15.66,76,12,no_region_no_interest
15.77,71,15,no_region_no_interest
15.88,85,13,no_region_no_interest
15.98,84,17,no_region_no_interest
16.08,68,15,no_region_no_interest
16.19,80,13,no_region_no_interest
16.29,90,7,no_region_no_interest
16.4,86,16,no_region_no_interest
16.52,88,18,no_region_no_interest
16.63,87,17,no_region_no_interest
16.74,82,19,no_region_no_interest
16.84,87,17,no_region_no_interest
16.95,80,27,no_region_no_interest
17.05,76,31,no_region_no_interest
17.16,67,27,no_region_no_interest
17.26,66,29,no_region_no_interest
17.36,70,32,no_region_no_interest
17.46,62,34,no_region_no_interest
17.58,65,33,no_region_no_interest
17.68,60,30,no_region_no_interest
17.78,51,28,no_region_no_interest
17.9,49,37,no_region_no_interest
18.01,49,36,no_region_no_interest
18.11,50,34,no_region_no_interest
18.22,42,34,no_region_no_interest
18.32,46,35,no_region_no_interest
18.42,42,40,no_region_no_interest
18.53,43,38,no_region_no_interest
18.63,41,36,no_region_no_interest
18.74,39,42,no_region_no_interest
18.84,36,42,no_region_no_interest
18.95,36,42,no_region_no_interest
19.05,37,39,no_region_no_interest
19.16,35,47,no_region_no_interest
19.27,32,39,no_region_no_interest
19.38,38,36,no_region_no_interest
19.49,34,39,no_region_no_interest
19.59,34,36,no_region_no_interest
19.69,40,37,no_region_no_interest
19.8,42,36,no_region_no_interest
19.91,37,35,no_region_no_interest
20.01,37,42,no_region_no_interest
20.12,46,44,no_region_no_interest
20.23,45,41,no_region_no_interest
20.35,46,39,no_region_no_interest
20.45,46,36,no_region_no_interest
20.56,52,39,no_region_no_interest
20.66,42,37,no_region_no_interest
20.76,40,36,no_region_no_interest
20.86,49,29,no_region_no_interest
20.96,42,20,no_region_no_interest
21.07,44,20,no_region_no_interest
21.17,47,24,no_region_no_interest
21.29,43,18,no_region_no_interest
21.4,37,25,no_region_no_interest
21.51,42,17,no_region_no_interest
21.62,47,16,no_region_no_interest
21.72,48,9,no_region_no_interest
21.82,51,17,no_region_no_interest
21.92,45,16,no_region_no_interest
22.02,49,11,no_region_no_interest
22.12,49,15,no_region_no_interest
22.23,55,17,no_region_no_interest
22.33,48,11,no_region_no_interest
22.43,53,19,no_region_no_interest
22.54,56,17,no_region_no_interest
22.65,50,14,no_region_no_interest
22.76,53,21,no_region_no_interest
22.87,44,21,no_region_no_interest
22.97,43,24,no_region_no_interest
23.08,39,21,no_region_no_interest
23.18,43,28,no_region_no_interest
23.28,40,28,no_region_no_interest
23.38,48,26,no_region_no_interest
23.49,40,26,no_region_no_interest
23.6,50,25,no_region_no_interest
23.7,59,23,no_region_no_interest
23.81,50,25,no_region_no_interest
23.91,61,36,no_region_no_interest
24.01,59,33,no_region_no_interest
24.11,69,27,no_region_no_interest
24.22,75,20,no_region_no_interest
24.33,64,28,no_region_no_interest
24.43,75,36,no_region_no_interest
24.53,60,35,no_region_no_interest
24.64,67,30,no_region_no_interest
24.75,65,35,no_region_no_interest
24.86,62,32,no_region_no_interest
24.97,60,33,no_region_no_interest
25.08,43,52,no_region_no_interest
25.19,65,27,no_region_no_interest
25.29,66,18,no_region_no_interest
25.4,75,21,no_region_no_interest
25.61,64,11,no_region_no_interest
25.72,68,12,no_region_no_interest
25.82,78,18,no_region_no_interest
25.93,75,18,no_region_no_interest
26.03,62,13,no_region_no_interest
26.14,70,18,no_region_no_interest
26.24,65,18,no_region_no_interest
26.35,62,19,no_region_no_interest
26.46,63,15,no_region_no_interest
26.58,57,12,no_region_no_interest
26.68,61,6,no_region_no_interest
26.79,62,8,no_region_no_interest
26.89,59,8,no_region_no_interest
27.0,61,6,no_region_no_interest
27.1,55,3,no_region_no_interest
27.21,65,7,no_region_no_interest
27.31,65,10,no_region_no_interest
27.41,65,4,no_region_no_interest
27.52,70,9,no_region_no_interest
27.63,72,11,no_region_no_interest
27.73,75,5,no_region_no_interest
27.83,71,5,no_region_no_interest
27.94,73,7,no_region_no_interest
28.05,73,7,no_region_no_interest
28.15,82,8,no_region_no_interest
28.26,85,6,no_region_no_interest
28.37,95,14,no_region_no_interest
28.48,108,10,no_region_no_interest
28.58,106,7,no_region_no_interest
28.69,115,15,no_region_no_interest
28.8,113,8,no_region_no_interest
28.91,117,8,no_region_no_interest
29.01,114,6,no_region_no_interest
29.12,116,10,no_region_no_interest
29.22,108,10,no_region_no_interest
29.32,118,11,no_region_no_interest
29.42,114,13,no_region_no_interest
29.53,107,8,no_region_no_interest
29.63,102,4,no_region_no_interest
29.74,102,10,no_region_no_interest
29.85,94,10,no_region_no_interest
29.95,96,7,no_region_no_interest
30.06,96,9,no_region_no_interest
30.17,82,8,no_region_no_interest
30.27,74,7,no_region_no_interest
30.37,69,11,no_region_no_interest
30.48,79,16,no_region_no_interest
30.58,68,11,no_region_no_interest
30.68,79,17,no_region_no_interest
30.79,83,13,no_region_no_interest
30.89,75,15,no_region_no_interest
31.0,89,12,no_region_no_interest
31.11,77,14,no_region_no_interest
31.22,99,17,no_region_no_interest
31.33,91,11,no_region_no_interest
31.43,89,3,no_region_no_interest
31.54,93,6,no_region_no_interest
31.64,96,5,no_region_no_interest
31.75,91,6,no_region_no_interest
31.85,94,2,no_region_no_interest
31.95,95,1,no_region_no_interest
32.07,83,3,no_region_no_interest
32.17,86,6,no_region_no_interest
32.27,80,3,no_region_no_interest
32.38,69,1,no_region_no_interest
32.49,62,6,no_region_no_interest
32.59,60,2,no_region_no_interest
32.7,57,2,no_region_no_interest
32.8,60,3,no_region_no_interest
32.91,52,1,no_region_no_interest
33.01,55,3,no_region_no_interest
33.11,49,3,no_region_no_interest
33.21,54,3,no_region_no_interest
33.32,55,1,no_region_no_interest
33.43,55,6,no_region_no_interest
33.53,53,1,no_region_no_interest
33.64,53,3,no_region_no_interest
33.74,53,1,no_region_no_interest
33.85,51,5,no_region_no_interest
33.96,45,2,no_region_no_interest
34.06,52,3,no_region_no_interest
34.17,46,1,no_region_no_interest
34.27,50,3,no_region_no_interest
34.38,49,3,no_region_no_interest
34.48,51,1,no_region_no_interest
34.59,50,5,no_region_no_interest
34.7,48,4,no_region_no_interest
34.8,49,7,no_region_no_interest
34.91,48,2,no_region_no_interest
35.01,42,5,no_region_no_interest
35.11,47,3,no_region_no_interest
35.22,42,2,no_region_no_interest
35.32,51,4,no_region_no_interest
35.42,48,3,no_region_no_interest
35.53,46,10,no_region_no_interest
35.63,47,4,no_region_no_interest
35.73,46,7,no_region_no_interest
35.84,47,5,no_region_no_interest
35.95,50,5,no_region_no_interest
36.06,47,5,no_region_no_interest
36.16,46,9,no_region_no_interest
36.27,38,12,no_region_no_interest
36.38,48,9,no_region_no_interest
36.49,46,5,no_region_no_interest
36.6,45,7,no_region_no_interest
36.71,53,13,no_region_no_interest
36.81,38,12,no_region_no_interest
36.92,48,11,no_region_no_interest
37.03,43,12,no_region_no_interest
37.14,41,15,no_region_no_interest
37.25,38,16,no_region_no_interest
37.35,47,8,no_region_no_interest
37.46,53,7,no_region_no_interest
37.56,52,8,no_region_no_interest
37.66,63,11,no_region_no_interest
37.77,60,11,no_region_no_interest
37.87,60,9,no_region_no_interest
37.97,54,8,no_region_no_interest
38.08,64,13,no_region_no_interest
38.18,64,10,no_region_no_interest
38.29,77,11,no_region_no_interest
38.39,66,9,no_region_no_interest
38.49,68,10,no_region_no_interest
38.6,68,9,no_region_no_interest
38.71,69,12,no_region_no_interest
38.81,75,8,no_region_no_interest
38.91,76,10,no_region_no_interest
39.01,63,10,no_region_no_interest
39.11,66,15,no_region_no_interest
39.22,68,9,no_region_no_interest
39.32,72,8,no_region_no_interest
39.43,73,6,no_region_no_interest
39.53,69,10,no_region_no_interest
39.64,78,8,no_region_no_interest
39.75,78,10,no_region_no_interest
39.86,84,11,no_region_no_interest
39.98,87,6,no_region_no_interest
40.09,83,11,no_region_no_interest
40.19,82,22,no_region_no_interest
40.29,83,18,no_region_no_interest
40.4,79,14,no_region_no_interest
40.5,78,13,no_region_no_interest
40.6,90,14,no_region_no_interest
40.71,80,11,no_region_no_interest
40.82,82,9,no_region_no_interest
40.92,83,11,no_region_no_interest
41.03,80,16,no_region_no_interest
41.14,87,18,no_region_no_interest
41.25,79,9,no_region_no_interest
41.35,91,12,no_region_no_interest
41.45,90,12,no_region_no_interest
41.55,100,12,no_region_no_interest
41.66,86,8,no_region_no_interest
41.77,97,11,no_region_no_interest
41.87,87,15,no_region_no_interest
41.98,88,11,no_region_no_interest
42.1,80,17,no_region_no_interest
42.21,86,8,no_region_no_interest
42.32,71,14,no_region_no_interest
42.42,83,16,no_region_no_interest
42.52,81,10,no_region_no_interest
42.63,83,13,no_region_no_interest
42.74,81,13,no_region_no_interest
42.85,79,12,no_region_no_interest
42.96,75,14,no_region_no_interest
43.08,74,11,no_region_no_interest
43.19,79,5,no_region_no_interest
43.29,82,7,no_region_no_interest
43.39,78,14,no_region_no_interest
43.5,85,10,no_region_no_interest
43.6,72,7,no_region_no_interest
43.71,75,7,no_region_no_interest
43.81,75,6,no_region_no_interest
43.92,77,11,no_region_no_interest
44.02,79,8,no_region_no_interest
44.13,82,11,no_region_no_interest
44.24,82,10,no_region_no_interest
44.34,80,13,no_region_no_interest
44.44,84,11,no_region_no_interest
44.55,82,8,no_region_no_interest
44.65,74,12,no_region_no_interest
44.76,75,9,no_region_no_interest
44.87,86,8,no_region_no_interest
44.97,77,17,no_region_no_interest
45.07,77,9,no_region_no_interest
45.18,79,8,no_region_no_interest
45.29,74,9,no_region_no_interest
45.4,74,10,no_region_no_interest
45.5,77,9,no_region_no_interest
45.61,75,9,no_region_no_interest
45.71,79,12,no_region_no_interest
45.82,76,12,no_region_no_interest
45.92,75,15,no_region_no_interest
46.02,78,16,no_region_no_interest
46.12,79,21,no_region_no_interest
46.22,72,10,no_region_no_interest
46.33,74,11,no_region_no_interest
46.43,72,10,no_region_no_interest
46.53,72,8,no_region_no_interest
46.65,76,16,no_region_no_interest
46.75,74,14,no_region_no_interest
46.86,77,11,no_region_no_interest
46.96,74,17,no_region_no_interest
47.08,76,16,no_region_no_interest
47.18,78,15,no_region_no_interest
47.28,74,8,no_region_no_interest
47.38,73,12,no_region_no_interest
47.48,58,12,no_region_no_interest
47.58,73,14,no_region_no_interest
47.69,71,10,no_region_no_interest
47.79,68,10,no_region_no_interest
47.9,66,14,no_region_no_interest
48.01,69,15,no_region_no_interest
48.12,69,18,no_region_no_interest
48.23,77,15,no_region_no_interest
48.33,71,21,no_region_no_interest
48.44,69,16,no_region_no_interest
48.54,73,22,no_region_no_interest
48.64,73,28,no_region_no_interest
48.75,73,26,no_region_no_interest
48.85,78,18,no_region_no_interest
48.96,69,23,no_region_no_interest
49.17,71,13,no_region_no_interest
49.27,76,19,no_region_no_interest
49.38,68,16,no_region_no_interest
49.48,76,19,no_region_no_interest
49.59,71,20,no_region_no_interest
49.69,72,18,no_region_no_interest
49.81,68,15,no_region_no_interest
49.91,68,19,no_region_no_interest
50.01,71,18,no_region_no_interest
50.12,74,15,no_region_no_interest
50.23,71,22,no_region_no_interest
50.33,73,12,no_region_no_interest
50.44,74,21,no_region_no_interest
50.54,73,19,no_region_no_interest
50.66,73,25,no_region_no_interest
50.76,73,18,no_region_no_interest
50.86,68,18,no_region_no_interest
50.96,71,19,no_region_no_interest
51.07,75,28,no_region_no_interest
51.18,74,22,no_region_no_interest
51.28,70,23,no_region_no_interest
51.39,77,19,no_region_no_interest
51.49,70,18,no_region_no_interest
51.61,74,16,no_region_no_interest
51.72,75,23,no_region_no_interest
51.84,73,15,no_region_no_interest
51.94,72,18,no_region_no_interest
52.05,66,11,no_region_no_interest
52.16,73,25,no_region_no_interest
52.26,76,28,no_region_no_interest
52.36,71,17,no_region_no_interest
52.47,72,20,no_region_no_interest
52.58,71,16,no_region_no_interest
